# POINT3D_ID X Y Z R G B ERROR
86964 -2.670899 3.909946 3.159759 255 255 255 0
86965 -2.568052 4.024987 2.884545 255 255 255 0
86966 -2.759148 4.023201 2.864915 255 255 255 0
86967 -2.696366 3.905043 3.072406 255 255 255 0
86968 -2.78377 3.917077 3.041234 255 255 255 0
86969 -2.649295 4.078521 3.020902 255 255 255 0
86970 -2.624191 3.77906 2.882091 255 255 255 0
86971 -2.740877 3.746862 3.361585 255 255 255 0
86972 -2.538448 3.951993 3.085424 255 255 255 0
86973 -2.644819 4.016355 3.05953 255 255 255 0
86974 -2.746325 3.929556 3.198179 255 255 255 0
86975 -2.847801 3.765679 3.048056 255 255 255 0
86976 -2.657825 3.9358 3.055853 255 255 255 0
86977 -2.742192 3.95752 3.089112 255 255 255 0
86978 -2.677119 3.713266 3.206236 255 255 255 0
86979 -2.64022 3.821312 3.168496 255 255 255 0
86980 -2.526494 4.10518 3.155201 255 255 255 0
86981 -2.574151 3.79465 3.05106 255 255 255 0
86982 -2.676252 4.002058 3.217717 255 255 255 0
86983 -2.888485 4.080312 3.114998 255 255 255 0
86984 -2.817969 3.783031 2.997175 255 255 255 0
86985 -2.600386 3.887052 2.999154 255 255 255 0
86986 -2.798992 3.959593 3.147475 255 255 255 0
86987 -2.641715 3.992321 3.186272 255 255 255 0
86988 -2.578508 3.99639 2.999152 255 255 255 0
86989 -2.410282 3.839051 3.102911 255 255 255 0
86990 -2.786188 3.824527 3.202605 255 255 255 0
86991 -2.728138 3.79879 2.952715 255 255 255 0
86992 -2.439426 3.713127 3.123999 255 255 255 0
86993 -2.751514 3.879073 3.094028 255 255 255 0
86994 -2.621616 3.960876 3.015947 255 255 255 0
86995 -2.6052 3.776688 3.059268 255 255 255 0
86996 -2.682266 3.841255 2.975801 255 255 255 0
86997 -2.74187 3.866161 3.213659 255 255 255 0
86998 -2.724251 3.972947 3.175596 255 255 255 0
86999 -2.518628 3.869768 3.226145 255 255 255 0
87000 -2.770157 3.838272 3.025048 255 255 255 0
87001 -2.5243 3.868 3.271739 255 255 255 0
87002 -2.89269 3.984509 3.199738 255 255 255 0
87003 -2.694042 3.70645 3.160634 255 255 255 0
87004 -2.863746 3.853778 3.082986 255 255 255 0
87005 -2.697171 4.007377 3.31208 255 255 255 0
87006 -2.69222 3.881372 3.189095 255 255 255 0
87007 -2.732741 3.711015 3.136289 255 255 255 0
87008 -2.560991 3.92675 3.168257 255 255 255 0
87009 -2.692757 3.697524 3.37767 255 255 255 0
87010 -2.832953 3.594337 3.040778 255 255 255 0
87011 -2.921734 3.988438 3.2454 255 255 255 0
87012 -2.602095 3.818846 3.207977 255 255 255 0
87013 -2.745798 3.991803 3.227053 255 255 255 0
87014 -2.743227 3.823423 3.119321 255 255 255 0
87015 -2.666338 3.81111 3.179862 255 255 255 0
87016 -2.554339 4.113422 3.328386 255 255 255 0
87017 -2.712219 3.750301 3.277597 255 255 255 0
87018 -2.802857 3.91129 3.121151 255 255 255 0
87019 -2.716421 4.047636 3.236917 255 255 255 0
87020 -2.591419 3.963455 3.238271 255 255 255 0
87021 -2.779633 3.961723 3.101265 255 255 255 0
87022 -2.651591 3.899492 3.203375 255 255 255 0
87023 -2.740013 3.685817 3.316371 255 255 255 0
87024 -2.654874 3.8573 3.267941 255 255 255 0
87025 -2.713195 3.999856 3.182964 255 255 255 0
87026 -2.722012 3.915216 2.96287 255 255 255 0
87027 -2.605935 3.844966 3.07856 255 255 255 0
87028 -2.722146 3.921882 3.256539 255 255 255 0
87029 -2.767647 3.826016 3.090742 255 255 255 0
87030 -2.552594 3.992847 3.183339 255 255 255 0
87031 -2.46343 3.939371 3.306513 255 255 255 0
87032 -2.627205 3.839322 3.304689 255 255 255 0
87033 -2.627576 3.872242 3.35968 255 255 255 0
87034 -2.805225 3.89887 3.177265 255 255 255 0
87035 -2.82883 3.849929 3.209485 255 255 255 0
87036 -2.617538 3.835663 3.277978 255 255 255 0
87037 -2.761481 3.981507 3.228155 255 255 255 0
87038 -2.723108 3.91658 3.231372 255 255 255 0
87039 -2.514942 3.93983 3.199452 255 255 255 0
87040 -2.735977 4.13484 3.075805 255 255 255 0
87041 -2.694803 3.769356 3.429131 255 255 255 0
87042 -2.763291 3.864487 3.148912 255 255 255 0
87043 -2.572449 3.917947 3.167746 255 255 255 0
87044 -2.482537 3.796184 3.268136 255 255 255 0
87045 -2.824944 3.843904 3.410724 255 255 255 0
87046 -2.678825 3.944376 3.230883 255 255 255 0
87047 -2.452934 3.930372 3.279419 255 255 255 0
87048 -2.824255 4.052382 3.079986 255 255 255 0
87049 -2.796314 3.76773 3.142625 255 255 255 0
87050 -2.78577 4.162181 3.278845 255 255 255 0
87051 -2.52352 4.064949 3.181543 255 255 255 0
87052 -2.528532 3.730211 2.975391 255 255 255 0
87053 -2.761193 3.861672 2.955608 255 255 255 0
87054 -2.497991 3.91687 2.985532 255 255 255 0
87055 -2.561303 3.898807 2.846774 255 255 255 0
87056 -2.439348 4.132957 3.102108 255 255 255 0
87057 -2.630188 4.150192 3.074574 255 255 255 0
87058 -2.557763 3.769744 3.104563 255 255 255 0
87059 -2.545236 3.893485 3.00568 255 255 255 0
87060 -2.661485 4.139227 2.949466 255 255 255 0
87061 -2.574265 4.025641 3.103232 255 255 255 0
87062 -2.629938 3.959611 3.144623 255 255 255 0
87063 -2.568128 4.161152 3.099875 255 255 255 0
87064 -2.589339 3.911573 3.035107 255 255 255 0
87065 -2.791353 3.960694 3.066566 255 255 255 0
87066 -2.524098 3.893892 2.987015 255 255 255 0
87067 -2.548085 4.058336 2.781543 255 255 255 0
87068 -2.682421 4.077199 3.050982 255 255 255 0
87069 -2.723278 3.793437 3.032274 255 255 255 0
87070 -2.487049 3.958779 3.214881 255 255 255 0
87071 -2.458828 3.974421 2.922077 255 255 255 0
87072 -2.800685 4.310048 3.123778 255 255 255 0
87073 -2.501773 4.041134 3.14261 255 255 255 0
87074 -2.699028 4.088609 2.991859 255 255 255 0
87075 -2.426316 3.97948 3.020331 255 255 255 0
87076 -2.517699 3.953605 2.883024 255 255 255 0
87077 -2.650383 3.999997 2.883394 255 255 255 0
87078 -2.625344 3.799823 3.024325 255 255 255 0
87079 -2.437534 3.95289 3.114136 255 255 255 0
87080 -2.565087 4.06583 3.048377 255 255 255 0
87081 -2.588533 4.006229 3.066486 255 255 255 0
87082 -2.744428 4.134171 2.941696 255 255 255 0
87083 -2.513902 4.213428 2.995492 255 255 255 0
87084 -2.584684 3.940362 3.012923 255 255 255 0
87085 -2.642172 4.04181 3.04641 255 255 255 0
87086 -2.573421 4.009212 2.906542 255 255 255 0
87087 -2.516808 4.170483 2.895494 255 255 255 0
87088 -2.536942 4.060757 2.920451 255 255 255 0
87089 -2.560311 4.107715 3.090075 255 255 255 0
87090 -2.589422 4.052949 2.75421 255 255 255 0
87091 -2.561252 4.053848 2.983814 255 255 255 0
87092 -2.575778 3.972029 2.980549 255 255 255 0
87093 -2.497752 3.778944 3.002557 255 255 255 0
87094 -2.551269 3.997073 3.081238 255 255 255 0
87095 -2.289847 3.852507 2.819435 255 255 255 0
87096 -2.435054 3.795173 2.749074 255 255 255 0
87097 -2.482901 4.056406 3.074872 255 255 255 0
87098 -2.596741 3.96596 3.092475 255 255 255 0
87099 -2.49213 4.054002 2.927955 255 255 255 0
87100 -2.595422 4.027433 3.077411 255 255 255 0
87101 -2.585462 3.883442 3.123895 255 255 255 0
87102 -2.606899 3.923972 3.206487 255 255 255 0
87103 -2.361692 4.003437 2.948619 255 255 255 0
87104 -2.565116 3.975387 3.000533 255 255 255 0
87105 -2.654263 3.868913 3.032201 255 255 255 0
87106 -2.607332 3.830198 2.959106 255 255 255 0
87107 -2.722112 3.976537 2.971864 255 255 255 0
87108 -2.512502 3.912836 3.035008 255 255 255 0
87109 -2.689356 3.963262 2.991663 255 255 255 0
87110 -2.663359 3.811512 2.977933 255 255 255 0
87111 -2.839106 3.815863 2.838537 255 255 255 0
87112 -2.681397 4.060733 3.168884 255 255 255 0
87113 -2.669442 3.91916 3.043124 255 255 255 0
87114 -2.631315 3.881008 2.976372 255 255 255 0
87115 -2.65479 3.918173 3.073285 255 255 255 0
87116 -2.62053 4.061949 3.136149 255 255 255 0
87117 -2.811667 4.040538 3.124251 255 255 255 0
87118 -2.730656 3.861447 2.870717 255 255 255 0
87119 -2.527553 3.848663 2.985202 255 255 255 0
87120 -2.697017 3.977832 2.996607 255 255 255 0
87121 -2.805063 3.879579 2.978142 255 255 255 0
87122 -2.549252 3.969691 3.244389 255 255 255 0
87123 -2.510459 3.962065 2.971025 255 255 255 0
87124 -2.578557 3.866135 2.887621 255 255 255 0
87125 -2.519433 4.037181 3.10731 255 255 255 0
87126 -2.590882 3.716958 2.957968 255 255 255 0
87127 -2.626827 3.8587 3.139356 255 255 255 0
87128 -2.520468 3.91055 2.996703 255 255 255 0
87129 -2.641042 3.968558 3.073774 255 255 255 0
87130 -2.448291 4.047554 3.007756 255 255 255 0
87131 -2.554185 3.911386 3.179424 255 255 255 0
87132 -2.602258 4.094328 3.049484 255 255 255 0
87133 -2.699889 4.017343 2.859415 255 255 255 0
87134 -2.610861 4.006637 3.224434 255 255 255 0
87135 -2.74289 3.877884 2.81455 255 255 255 0
87136 -2.712399 4.032198 2.969437 255 255 255 0
87137 -2.799291 4.082521 3.130664 255 255 255 0
87138 -2.690689 3.780526 2.951559 255 255 255 0
87139 -2.534803 3.820184 2.997941 255 255 255 0
87140 -2.614173 3.968946 3.021881 255 255 255 0
87141 -2.573623 3.945314 3.079924 255 255 255 0
87142 -2.642752 4.130406 2.98441 255 255 255 0
87143 -2.42398 4.041173 3.016241 255 255 255 0
87144 -2.582715 4.097208 3.123229 255 255 255 0
87145 -2.774921 3.962668 3.09119 255 255 255 0
87146 -2.697711 3.980825 3.035028 255 255 255 0
87147 -2.672954 3.878819 2.842069 255 255 255 0
87148 -2.542514 4.072276 2.939959 255 255 255 0
87149 -2.698493 3.967278 2.87128 255 255 255 0
87150 -2.496569 3.785865 2.966566 255 255 255 0
87151 -2.450223 3.84168 3.044955 255 255 255 0
87152 -2.564111 4.126198 3.066491 255 255 255 0
87153 -2.62538 4.023405 3.163567 255 255 255 0
87154 -2.70094 4.059947 3.207797 255 255 255 0
87155 -2.743789 4.122446 3.073666 255 255 255 0
87156 -2.717664 3.937357 3.13704 255 255 255 0
87157 -2.620028 4.15357 2.940496 255 255 255 0
87158 -2.481909 3.923634 3.162742 255 255 255 0
87159 -2.460211 4.091078 2.894418 255 255 255 0
87160 -2.671415 3.854176 3.018447 255 255 255 0
87161 -2.603955 3.995545 3.164957 255 255 255 0
87162 -2.588758 3.879993 2.896367 255 255 255 0
87163 -2.632505 3.951454 3.04467 255 255 255 0
87164 -2.809855 3.916664 3.187456 255 255 255 0
87165 -2.554334 4.009854 3.160701 255 255 255 0
87166 -2.694499 3.877091 3.093724 255 255 255 0
87167 -2.610852 3.97998 3.00902 255 255 255 0
87168 -2.712592 3.97529 3.028358 255 255 255 0
87169 -2.711088 4.092755 3.023463 255 255 255 0
87170 -2.662026 3.81521 2.899786 255 255 255 0
87171 -2.603752 3.834435 3.006157 255 255 255 0
87172 -2.570482 3.892687 3.111946 255 255 255 0
87173 -2.543873 3.821933 3.129054 255 255 255 0
87174 -2.450687 3.871271 3.119311 255 255 255 0
87175 -2.706631 3.890921 3.067749 255 255 255 0
87176 -2.715543 3.909658 3.095656 255 255 255 0
87177 -2.76365 3.675545 3.14312 255 255 255 0
87178 -2.649463 3.82598 3.001453 255 255 255 0
87179 -2.649686 3.924841 2.84012 255 255 255 0
87180 -2.630984 3.829956 3.098025 255 255 255 0
87181 -2.610523 3.959384 3.1662 255 255 255 0
87182 -2.769029 3.916319 3.164035 255 255 255 0
87183 -2.680718 3.958054 2.937455 255 255 255 0
87184 -2.693323 3.933323 3.25706 255 255 255 0
87185 -2.566836 4.036553 3.016814 255 255 255 0
87186 -2.653379 3.926369 3.156527 255 255 255 0
87187 -2.576862 3.832307 2.957681 255 255 255 0
87188 -2.550906 3.907711 2.914714 255 255 255 0
87189 -2.784415 3.840734 3.083351 255 255 255 0
87190 -2.80522 3.893674 3.048812 255 255 255 0
87191 -2.733025 3.866062 3.142763 255 255 255 0
87192 -2.53626 3.987843 3.042201 255 255 255 0
87193 -2.763935 3.946817 3.036713 255 255 255 0
87194 -2.403355 3.928501 3.092849 255 255 255 0
87195 -2.641193 3.846232 3.102505 255 255 255 0
87196 -2.659407 3.952058 3.036085 255 255 255 0
87197 -2.614786 3.791527 3.196728 255 255 255 0
87198 -2.660909 4.038059 3.040715 255 255 255 0
87199 -2.699987 3.914103 3.040566 255 255 255 0
87200 -2.759896 4.013604 3.219688 255 255 255 0
87201 -2.486864 4.019421 3.095162 255 255 255 0
87202 -2.440968 4.11007 3.046109 255 255 255 0
87203 -2.59104 4.045722 3.022542 255 255 255 0
87204 -2.566705 4.277349 3.023345 255 255 255 0
87205 -2.618696 4.137961 3.041644 255 255 255 0
87206 -2.534978 3.973574 3.025573 255 255 255 0
87207 -2.586135 4.078803 3.106601 255 255 255 0
87208 -2.529262 4.012042 3.056937 255 255 255 0
87209 -2.430127 3.889524 3.032923 255 255 255 0
87210 -2.413008 4.10178 3.035877 255 255 255 0
87211 -2.560016 3.91597 3.120248 255 255 255 0
87212 -2.457472 4.003214 2.852358 255 255 255 0
87213 -2.601952 3.8955 2.967454 255 255 255 0
87214 -2.644432 3.930981 2.990703 255 255 255 0
87215 -2.454647 4.163677 2.980588 255 255 255 0
87216 -2.571547 4.147212 2.907648 255 255 255 0
87217 -2.497084 4.275571 3.024994 255 255 255 0
87218 -2.634661 4.127342 3.063223 255 255 255 0
87219 -2.659899 4.089491 3.08968 255 255 255 0
87220 -2.682065 3.862047 2.998688 255 255 255 0
87221 -2.480392 4.044494 3.295231 255 255 255 0
87222 -2.544551 3.945314 3.228801 255 255 255 0
87223 -2.50697 4.227667 3.024961 255 255 255 0
87224 -2.574884 4.0773 2.92578 255 255 255 0
87225 -2.785448 4.079014 2.791613 255 255 255 0
87226 -2.694365 3.966554 3.140635 255 255 255 0
87227 -2.500352 3.964614 2.863396 255 255 255 0
87228 -2.690771 3.952159 2.907751 255 255 255 0
87229 -2.563558 4.013435 2.821787 255 255 255 0
87230 -2.646738 3.979861 3.147969 255 255 255 0
87231 -2.624382 4.179674 2.947174 255 255 255 0
87232 -2.702513 3.930332 3.058134 255 255 255 0
87233 -2.475576 4.002344 3.12593 255 255 255 0
87234 -2.530138 3.929791 3.104325 255 255 255 0
87235 -2.585452 4.150606 2.924914 255 255 255 0
87236 -2.404417 3.980353 2.98343 255 255 255 0
87237 -2.550517 3.817871 2.966777 255 255 255 0
87238 -2.396742 4.180059 3.01366 255 255 255 0
87239 -2.551963 3.914515 3.086644 255 255 255 0
87240 -2.524453 4.048365 2.94852 255 255 255 0
87241 -2.409398 4.21717 2.989551 255 255 255 0
87242 -2.762866 3.929694 3.110574 255 255 255 0
87243 -2.51744 3.971441 3.064524 255 255 255 0
87244 -2.786451 4.218408 3.008024 255 255 255 0
87245 -2.348608 4.120284 3.226537 255 255 255 0
87246 -2.614893 4.006548 3.08841 255 255 255 0
87247 -2.661659 3.844936 3.007073 255 255 255 0
87248 -2.620236 3.983126 3.109893 255 255 255 0
87249 -2.572392 3.996742 2.954187 255 255 255 0
87250 -2.698002 4.075512 2.917352 255 255 255 0
87251 -2.767408 3.973381 3.006267 255 255 255 0
87252 -2.677661 4.02402 3.172717 255 255 255 0
87253 -2.823045 4.021255 2.975435 255 255 255 0
87254 -2.648732 3.834167 3.258159 255 255 255 0
87255 -2.655108 3.979278 2.988921 255 255 255 0
87256 -2.636933 4.081034 3.233065 255 255 255 0
87257 -2.672766 3.925015 3.128024 255 255 255 0
87258 -2.634833 3.919872 3.178092 255 255 255 0
87259 -2.716458 4.078306 3.116746 255 255 255 0
87260 -2.83679 3.883437 3.146769 255 255 255 0
87261 -2.725861 3.854613 3.232271 255 255 255 0
87262 -2.79417 3.95359 3.096577 255 255 255 0
87263 -2.536772 3.894722 3.057079 255 255 255 0
87264 -2.695732 3.82492 3.138205 255 255 255 0
87265 -2.64009 3.857512 3.102958 255 255 255 0
87266 -2.749355 3.936813 3.216347 255 255 255 0
87267 -2.769488 3.848867 3.164086 255 255 255 0
87268 -2.746806 3.899942 3.165741 255 255 255 0
87269 -2.875892 3.947598 3.180182 255 255 255 0
87270 -2.529946 3.981983 3.139551 255 255 255 0
87271 -2.671735 3.896833 2.991032 255 255 255 0
87272 -2.921665 3.894314 3.057132 255 255 255 0
87273 -2.619679 3.97786 3.153321 255 255 255 0
87274 -2.714472 3.930105 3.1757 255 255 255 0
87275 -2.787486 3.852435 3.198233 255 255 255 0
87276 -2.49156 4.044039 3.034476 255 255 255 0
87277 -2.749317 4.018898 3.360816 255 255 255 0
87278 -2.513872 3.919706 3.235536 255 255 255 0
87279 -2.699241 3.872519 3.169418 255 255 255 0
87280 -2.383214 3.728941 3.195713 255 255 255 0
87281 -2.438083 4.082445 3.170805 255 255 255 0
87282 -2.70588 4.042883 3.198365 255 255 255 0
87283 -2.446575 3.73627 3.361855 255 255 255 0
87284 -2.617868 4.00556 2.974856 255 255 255 0
87285 -2.572575 3.983617 3.063405 255 255 255 0
87286 -2.619962 4.012424 3.102345 255 255 255 0
87287 -2.531454 4.118011 3.212811 255 255 255 0
87288 -2.73344 3.999355 3.272002 255 255 255 0
87289 -2.742212 3.999185 3.210373 255 255 255 0
87290 -2.652101 3.847748 3.149233 255 255 255 0
87291 -2.79347 3.928456 3.344916 255 255 255 0
87292 -2.539985 3.805576 3.132293 255 255 255 0
87293 -2.552872 4.033692 3.367064 255 255 255 0
87294 -2.814648 3.991048 3.247068 255 255 255 0
87295 -2.650963 3.84524 3.152666 255 255 255 0
87296 -2.586627 3.980489 3.01946 255 255 255 0
87297 -2.736278 3.927535 3.015179 255 255 255 0
87298 -2.732976 3.994819 3.096087 255 255 255 0
87299 -2.856869 3.855565 3.133221 255 255 255 0
87300 -2.457725 3.841497 3.131633 255 255 255 0
87301 -2.819759 4.089456 3.128838 255 255 255 0
87302 -2.695472 4.121184 2.941449 255 255 255 0
87303 -2.559356 3.815224 2.978288 255 255 255 0
87304 -2.573066 4.08811 3.035756 255 255 255 0
87305 -2.599189 3.860934 3.158258 255 255 255 0
87306 -2.681744 3.926218 3.154297 255 255 255 0
87307 -2.703395 3.775143 3.016885 255 255 255 0
87308 -2.60441 4.083763 3.134559 255 255 255 0
87309 -2.706355 3.791433 3.051845 255 255 255 0
87310 -2.663535 3.917089 3.079827 255 255 255 0
87311 -2.635034 3.944093 3.143328 255 255 255 0
87312 -2.788579 3.949746 3.054241 255 255 255 0
87313 -2.706399 4.028241 3.105305 255 255 255 0
87314 -2.78863 3.918252 3.058581 255 255 255 0
87315 -2.752768 4.050931 3.084878 255 255 255 0
87316 -2.6589 3.977202 3.042269 255 255 255 0
87317 -2.794339 4.160048 3.098384 255 255 255 0
87318 -2.657392 3.942534 3.077004 255 255 255 0
87319 -2.560562 3.974136 3.157483 255 255 255 0
87320 -2.596783 3.844319 3.033618 255 255 255 0
87321 -2.680501 4.186301 3.1979 255 255 255 0
87322 -2.70334 4.108623 3.125924 255 255 255 0
87323 -2.535282 4.030612 3.188781 255 255 255 0
87324 -2.757851 3.868773 3.15806 255 255 255 0
87325 -2.599039 3.893888 3.045101 255 255 255 0
87326 -2.808071 3.977733 3.15193 255 255 255 0
87327 -2.576775 3.931645 3.205161 255 255 255 0
87328 -2.503948 3.929205 3.233866 255 255 255 0
87329 -2.779794 3.805966 3.218187 255 255 255 0
87330 -2.474739 4.034212 3.205185 255 255 255 0
87331 -2.898305 3.857685 3.124149 255 255 255 0
87332 -2.785797 3.827785 3.142646 255 255 255 0
87333 -2.565958 3.939492 3.082073 255 255 255 0
87334 -2.592196 3.918014 3.252032 255 255 255 0
87335 -2.697671 4.151463 2.95666 255 255 255 0
87336 -2.711939 3.931617 3.077916 255 255 255 0
87337 -2.625951 4.067068 2.935545 255 255 255 0
87338 -2.688347 3.908123 3.053977 255 255 255 0
87339 -2.706418 4.012288 2.910458 255 255 255 0
87340 -2.621169 3.869738 3.292509 255 255 255 0
87341 -2.579111 3.824922 3.024409 255 255 255 0
87342 -2.655322 3.93769 3.193702 255 255 255 0
87343 -2.561064 3.989483 3.171395 255 255 255 0
87344 -2.582026 3.722459 3.281274 255 255 255 0
87345 -2.720423 4.016347 3.029996 255 255 255 0
87346 -2.543668 4.023601 3.196441 255 255 255 0
87347 -2.681262 4.063777 2.897531 255 255 255 0
87348 -2.574122 3.95639 3.100409 255 255 255 0
87349 -2.494981 3.860747 3.042486 255 255 255 0
87350 -2.537913 4.022873 3.042868 255 255 255 0
87351 -2.54676 4.100217 2.938994 255 255 255 0
87352 -2.654891 4.059694 3.203748 255 255 255 0
87353 -2.564282 3.979865 3.209493 255 255 255 0
87354 -2.570983 3.997234 3.225262 255 255 255 0
87355 -2.552478 3.910774 3.031546 255 255 255 0
87356 -2.626714 3.956502 3.070219 255 255 255 0
87357 -2.743839 4.107262 3.052642 255 255 255 0
87358 -2.472328 4.131712 3.072849 255 255 255 0
87359 -2.721366 3.888955 3.076692 255 255 255 0
87360 -2.513322 3.948017 3.048558 255 255 255 0
87361 -2.431884 3.959747 3.004678 255 255 255 0
87362 -2.636093 4.023309 3.147863 255 255 255 0
87363 -2.707379 3.938989 2.982158 255 255 255 0
87364 -2.480351 4.080071 3.21592 255 255 255 0
87365 -2.514923 3.917096 2.861099 255 255 255 0
87366 -2.667761 4.025962 3.259754 255 255 255 0
87367 -2.498994 3.954123 3.11388 255 255 255 0
87368 -2.529444 4.28795 3.063953 255 255 255 0
87369 -2.685201 4.185342 3.07106 255 255 255 0
87370 -2.721464 4.039896 3.118868 255 255 255 0
87371 -2.639362 3.981165 3.106275 255 255 255 0
87372 -2.491812 4.150159 3.156406 255 255 255 0
87373 -2.540215 4.050654 3.026738 255 255 255 0
87374 -2.570068 4.083436 3.055043 255 255 255 0
87375 -2.675927 4.012832 2.969594 255 255 255 0
87376 -2.747952 4.00464 3.233236 255 255 255 0
87377 -2.691302 4.044271 3.017094 255 255 255 0
87378 -2.593328 4.097151 3.072803 255 255 255 0
87379 -2.550669 3.996336 3.22423 255 255 255 0
87380 -2.583778 4.146418 3.013067 255 255 255 0
87381 -2.7172 3.906593 3.055103 255 255 255 0
87382 -2.626762 3.83252 3.035573 255 255 255 0
87383 -2.507386 3.898984 2.973064 255 255 255 0
87384 -2.67352 3.755863 2.930192 255 255 255 0
87385 -2.416937 4.036094 3.180201 255 255 255 0
87386 -2.586342 3.993368 3.007709 255 255 255 0
87387 -2.566876 4.144136 3.008782 255 255 255 0
87388 -2.520457 4.108305 2.956393 255 255 255 0
87389 -2.516791 3.967832 2.936554 255 255 255 0
87390 -2.659281 4.080822 3.130039 255 255 255 0
87391 -2.59183 4.070011 3.018878 255 255 255 0
87392 -2.595179 4.075115 3.112847 255 255 255 0
87393 -2.486948 3.912739 3.155287 255 255 255 0
87394 -2.507158 4.178519 3.094415 255 255 255 0
87395 -2.615619 3.811318 3.103209 255 255 255 0
87396 -2.497031 4.036649 3.17298 255 255 255 0
87397 -2.473165 3.964506 3.216502 255 255 255 0
87398 -2.589611 4.049819 3.064174 255 255 255 0
87399 -2.668484 3.968704 2.914296 255 255 255 0
87400 -2.578511 3.980051 3.04763 255 255 255 0
87401 -2.620301 4.019138 3.25351 255 255 255 0
87402 -2.714106 3.948357 3.192332 255 255 255 0
87403 -2.774283 4.113648 3.357758 255 255 255 0
87404 -2.695553 3.90374 3.302147 255 255 255 0
87405 -2.689673 3.929021 3.070635 255 255 255 0
87406 -2.68118 3.96112 3.131894 255 255 255 0
87407 -2.756747 3.956389 3.274817 255 255 255 0
87408 -2.632541 4.070066 3.0407 255 255 255 0
87409 -2.584756 4.159945 3.155371 255 255 255 0
87410 -2.820778 3.981525 3.146746 255 255 255 0
87411 -2.705697 3.934247 3.29236 255 255 255 0
87412 -2.580167 3.947912 2.996564 255 255 255 0
87413 -2.694338 3.994774 2.971481 255 255 255 0
87414 -2.505885 4.065673 3.256785 255 255 255 0
87415 -2.667638 3.923419 3.12509 255 255 255 0
87416 -2.919786 3.786589 3.135501 255 255 255 0
87417 -2.637209 3.943683 3.317581 255 255 255 0
87418 -2.641544 4.006048 3.199117 255 255 255 0
87419 -2.9587 3.975147 3.367331 255 255 255 0
87420 -2.645479 3.948799 3.145638 255 255 255 0
87421 -2.57151 4.137431 2.998075 255 255 255 0
87422 -2.725395 3.850276 3.106303 255 255 255 0
87423 -2.679285 3.89564 3.107175 255 255 255 0
87424 -2.639768 4.007431 3.023309 255 255 255 0
87425 -2.722465 4.073762 3.215972 255 255 255 0
87426 -2.486979 3.871912 3.313553 255 255 255 0
87427 -2.716359 3.892403 3.261161 255 255 255 0
87428 -2.682062 3.926395 3.494575 255 255 255 0
87429 -2.67807 3.906499 3.325907 255 255 255 0
87430 -2.632305 4.030891 3.047399 255 255 255 0
87431 -2.568252 4.218557 3.27746 255 255 255 0
87432 -2.770699 3.880818 3.121002 255 255 255 0
87433 -2.79391 3.85428 3.355125 255 255 255 0
87434 -2.700017 3.841537 3.091206 255 255 255 0
87435 -2.731102 3.939032 3.231077 255 255 255 0
87436 -2.778588 3.936479 3.135396 255 255 255 0
87437 -2.744107 4.053474 3.25848 255 255 255 0
87438 -2.753932 4.073634 3.16322 255 255 255 0
87439 -2.689661 3.893312 3.122972 255 255 255 0
87440 -2.853035 4.065539 3.168453 255 255 255 0
87441 -2.579634 3.795517 3.192145 255 255 255 0
87442 -2.566605 3.86785 3.227192 255 255 255 0
87443 -2.582281 4.07978 3.290013 255 255 255 0
87444 -2.596515 3.994128 3.310834 255 255 255 0
87445 -2.471958 3.881203 3.226602 255 255 255 0
87446 -2.572745 3.877485 3.443001 255 255 255 0
87447 -2.787692 4.099844 3.255475 255 255 255 0
87448 -2.654659 4.017397 3.387246 255 255 255 0
87449 -2.519487 4.106097 3.206818 255 255 255 0
87450 -2.539228 3.911044 3.317541 255 255 255 0
87451 -2.739946 4.198962 3.201925 255 255 255 0
87452 -2.532334 3.934613 3.11178 255 255 255 0
87453 -2.646787 3.900435 3.116675 255 255 255 0
87454 -2.702779 4.119622 3.188896 255 255 255 0
87455 -2.593162 3.935601 3.064431 255 255 255 0
87456 -2.646032 4.172913 3.150711 255 255 255 0
87457 -2.434643 4.099161 2.970106 255 255 255 0
87458 -2.730402 4.116326 2.928547 255 255 255 0
87459 -2.514724 4.124124 3.097528 255 255 255 0
87460 -2.460067 4.035082 3.107296 255 255 255 0
87461 -2.622921 3.957711 3.208998 255 255 255 0
87462 -2.533031 3.928335 3.255313 255 255 255 0
87463 -2.702338 3.960395 3.075864 255 255 255 0
87464 -2.584259 4.221505 3.1436 255 255 255 0
87465 -2.575307 3.970549 2.993987 255 255 255 0
87466 -2.829703 4.103112 3.139211 255 255 255 0
87467 -2.637448 4.024458 3.206637 255 255 255 0
87468 -2.53102 4.084512 3.064521 255 255 255 0
87469 -2.68705 3.90438 3.160831 255 255 255 0
87470 -2.662931 4.084193 3.200859 255 255 255 0
87471 -2.729455 4.142426 3.033136 255 255 255 0
87472 -2.681167 4.138551 3.135475 255 255 255 0
87473 -2.686915 4.099348 2.972868 255 255 255 0
87474 -2.467589 4.041227 3.114532 255 255 255 0
87475 -2.590947 4.160786 2.989961 255 255 255 0
87476 -2.6968 4.008232 3.3136 255 255 255 0
87477 -2.575558 4.048541 3.227296 255 255 255 0
87478 -2.628574 3.969285 3.170939 255 255 255 0
87479 -2.455875 4.088694 3.008837 255 255 255 0
87480 -2.577665 3.967889 3.126159 255 255 255 0
