# POINT3D_ID X Y Z R G B ERROR
38957 0.4259703 3.617828 -0.3462338 255 255 255 0
38958 0.4008696 3.546975 -0.4113186 255 255 255 0
38959 0.2963131 3.708022 -0.4857507 255 255 255 0
38960 0.5440794 3.555602 -0.5167034 255 255 255 0
38961 0.4348422 3.668561 -0.3559981 255 255 255 0
38962 0.4172226 3.586989 -0.2160872 255 255 255 0
38963 0.5263283 3.67224 -0.5166824 255 255 255 0
38964 0.5398625 3.677587 -0.2745029 255 255 255 0
38965 0.3881439 3.659917 -0.2910717 255 255 255 0
38966 0.1408713 3.55443 -0.2379242 255 255 255 0
38967 0.2110051 3.84248 -0.2041325 255 255 255 0
38968 0.4222266 3.471555 -0.2937385 255 255 255 0
38969 0.3544563 3.389065 -0.4233956 255 255 255 0
38970 0.2199381 3.552627 -0.3427626 255 255 255 0
38971 0.6121787 3.674934 -0.1317593 255 255 255 0
38972 0.3860137 3.558146 -0.2993966 255 255 255 0
38973 0.4429834 3.627239 -0.4507343 255 255 255 0
38974 0.5346342 3.522738 -0.2393028 255 255 255 0
38975 0.4942428 3.728343 -0.2589531 255 255 255 0
38976 0.2896644 3.798206 -0.1988863 255 255 255 0
38977 0.3799298 3.475066 -0.3646531 255 255 255 0
38978 0.3963063 3.612464 -0.3661078 255 255 255 0
38979 0.509375 3.550124 -0.3233012 255 255 255 0
38980 0.3058301 3.684244 -0.3600708 255 255 255 0
38981 0.2376344 3.588218 -0.3819933 255 255 255 0
38982 0.2291843 3.65484 -0.1657901 255 255 255 0
38983 0.3535697 3.677197 -0.2822992 255 255 255 0
38984 0.3499147 3.651346 -0.1720745 255 255 255 0
38985 0.4632722 3.805626 -0.3940332 255 255 255 0
38986 0.1535519 3.808231 -0.2605121 255 255 255 0
38987 0.3328229 3.670619 -0.1901852 255 255 255 0
38988 0.4674014 3.585058 -0.3760256 255 255 255 0
38989 0.3776206 3.59802 -0.1249784 255 255 255 0
38990 0.5037275 3.590595 -0.1834533 255 255 255 0
38991 0.3658324 3.565669 -0.3008451 255 255 255 0
38992 0.3764273 3.544607 -0.3581704 255 255 255 0
38993 0.4763212 3.656275 -0.5704069 255 255 255 0
38994 0.4715543 3.581665 -0.3821307 255 255 255 0
38995 0.6651014 3.63248 -0.4381468 255 255 255 0
38996 0.2701248 3.565011 -0.4244458 255 255 255 0
38997 0.2798533 3.691902 -0.3784968 255 255 255 0
38998 0.4330877 3.518066 -0.4907721 255 255 255 0
38999 0.4683516 3.327453 -0.2910632 255 255 255 0
39000 0.2697888 3.755666 -0.3213601 255 255 255 0
39001 0.5798795 4.684291 -0.1502877 255 255 255 0
39002 0.4995776 4.829937 -0.007926147 255 255 255 0
39003 0.4749891 4.750884 -0.005429495 255 255 255 0
39004 0.4843238 4.730705 -0.1455515 255 255 255 0
39005 0.5901218 4.717049 -0.2258609 255 255 255 0
39006 0.3852907 4.735759 -0.09622754 255 255 255 0
39007 0.3698945 4.78353 0.0239367 255 255 255 0
39008 0.5321174 4.694919 -0.1790218 255 255 255 0
39009 0.4510069 4.893087 -0.2135648 255 255 255 0
39010 0.2601227 4.6908 -0.1288954 255 255 255 0
39011 0.3812357 4.854897 -0.155674 255 255 255 0
39012 0.5205851 4.783366 -0.06105636 255 255 255 0
39013 0.361724 4.684845 -0.1268799 255 255 255 0
39014 0.4931523 4.646615 -0.05663638 255 255 255 0
39015 0.551877 4.757072 -0.04862456 255 255 255 0
39016 0.4899327 4.731251 -0.0562371 255 255 255 0
39017 0.4327812 4.744144 0.0178981 255 255 255 0
39018 0.4242837 4.66306 -0.05750977 255 255 255 0
39019 0.3584412 4.808516 0.129895 255 255 255 0
39020 0.6204729 4.64021 -0.01478472 255 255 255 0
39021 0.5726251 4.488534 -0.03717526 255 255 255 0
39022 0.4087834 4.690377 0.07619824 255 255 255 0
39023 0.4607607 4.722666 -0.1742162 255 255 255 0
39024 0.3318761 4.684231 -0.11092 255 255 255 0
39025 0.3802603 4.75511 -0.05799653 255 255 255 0
39026 0.3516272 4.754817 0.231264 255 255 255 0
39027 0.4793803 4.577637 -0.2748 255 255 255 0
39028 0.721086 4.661634 -0.0679359 255 255 255 0
39029 0.3410932 4.704512 -0.0671748 255 255 255 0
39030 0.3423999 4.660722 -0.1226981 255 255 255 0
39031 0.3423026 4.674469 -0.2282195 255 255 255 0
39032 0.5203792 4.811156 -0.1331725 255 255 255 0
39033 0.4376309 4.591132 0.003530685 255 255 255 0
39034 0.7141938 4.785064 -0.1410898 255 255 255 0
39035 0.6753569 4.785446 -0.1706983 255 255 255 0
39036 0.3810297 4.847907 -0.04587526 255 255 255 0
39037 0.4570507 4.788287 -0.2359239 255 255 255 0
39038 0.2246881 4.711354 -0.09193797 255 255 255 0
39039 0.3959079 4.605314 0.003015831 255 255 255 0
39040 0.3705013 4.91766 0.1263471 255 255 255 0
39041 0.4422466 4.636102 -0.05465027 255 255 255 0
39042 0.4809273 4.875113 -0.1185656 255 255 255 0
39043 0.5092779 4.78033 0.1949285 255 255 255 0
39044 0.4798546 4.868392 -0.1595157 255 255 255 0
39045 0.4167164 4.763249 -0.06121752 255 255 255 0
39046 0.4442917 4.645076 0.09154961 255 255 255 0
39047 0.4037886 4.590225 0.05179884 255 255 255 0
39048 0.5351514 4.617735 -0.002642848 255 255 255 0
39049 0.3719092 4.703799 -0.1487516 255 255 255 0
39050 0.5850882 4.651592 0.02252689 255 255 255 0
39051 0.5165104 4.748958 -0.08281545 255 255 255 0
39052 0.6610206 4.790866 -0.007386175 255 255 255 0
39053 0.5171856 4.709466 0.09657317 255 255 255 0
39054 0.3647338 4.910439 0.1479418 255 255 255 0
39055 0.4964258 4.647039 -0.04866007 255 255 255 0
39056 0.5563 4.616197 -0.2004318 255 255 255 0
39057 0.5854579 4.703269 -0.04537857 255 255 255 0
39058 0.4785318 4.863223 -0.03378703 255 255 255 0
39059 0.6143931 4.827183 -0.1707294 255 255 255 0
39060 0.4888278 4.817663 -0.04059343 255 255 255 0
39061 0.5282709 4.751607 0.1005657 255 255 255 0
39062 0.470524 4.893419 -0.07179089 255 255 255 0
39063 0.6646568 4.839717 0.003215447 255 255 255 0
39064 0.4894182 4.813735 -0.01174606 255 255 255 0
39065 0.5051074 4.831848 -0.1319662 255 255 255 0
39066 0.5496305 4.644651 -0.03553274 255 255 255 0
39067 0.5139153 4.978818 -0.03606551 255 255 255 0
39068 0.3775064 4.768989 -0.01516517 255 255 255 0
39069 0.8014505 4.791328 -0.1318964 255 255 255 0
39070 0.3910671 4.562496 -0.1735581 255 255 255 0
39071 0.4825963 4.77056 -0.1034268 255 255 255 0
39072 0.5551426 4.699127 -0.03333096 255 255 255 0
39073 0.415298 4.796231 -0.09697185 255 255 255 0
39074 0.5496309 4.818243 -0.02826837 255 255 255 0
39075 0.3268276 4.810534 0.04479454 255 255 255 0
39076 0.4948037 4.672092 -0.1602218 255 255 255 0
39077 0.4791083 4.87849 -0.1061031 255 255 255 0
39078 0.4087256 4.903368 -0.09209269 255 255 255 0
39079 0.5306116 4.914884 -0.1208738 255 255 255 0
39080 0.5522789 4.790542 -0.003927861 255 255 255 0
39081 0.2596367 4.739572 -0.08791409 255 255 255 0
39082 0.4807803 4.688134 -0.03575259 255 255 255 0
39083 0.4209547 4.852825 -0.07882304 255 255 255 0
39084 0.4204839 4.803401 -0.002675116 255 255 255 0
39085 0.4617956 4.767742 0.01738059 255 255 255 0
39086 0.5304795 4.808204 -0.06729628 255 255 255 0
39087 0.6762227 4.880523 -0.1075814 255 255 255 0
39088 0.5354863 4.820102 0.06017666 255 255 255 0
39089 0.4392684 4.912679 0.08410498 255 255 255 0
39090 0.5271487 4.782422 0.02422864 255 255 255 0
39091 0.4766566 4.755941 0.08982782 255 255 255 0
39092 0.5875741 4.833235 -0.04515398 255 255 255 0
39093 0.5759853 4.740252 0.1402666 255 255 255 0
39094 0.4315636 4.814133 0.01006535 255 255 255 0
39095 0.4405811 4.736182 0.07281316 255 255 255 0
39096 0.4384542 4.908238 -0.1094028 255 255 255 0
39097 0.4783679 4.586359 -0.02751615 255 255 255 0
39098 0.6180549 4.801399 -0.1071963 255 255 255 0
39099 0.5963143 4.857463 0.002830605 255 255 255 0
39100 0.4430953 4.853961 -0.04911597 255 255 255 0
39101 0.3187993 4.172866 -0.3972273 255 255 255 0
39102 0.4516019 3.976377 -0.4054794 255 255 255 0
39103 0.6856011 4.100605 -0.1598066 255 255 255 0
39104 0.4253606 3.822619 -0.2484895 255 255 255 0
39105 0.4667571 4.351987 -0.2266982 255 255 255 0
39106 0.466562 3.809126 -0.3466392 255 255 255 0
39107 0.4603646 4.532512 -0.1885338 255 255 255 0
39108 0.5578365 4.242394 -0.2148566 255 255 255 0
39109 0.4392223 4.368811 -0.1213267 255 255 255 0
39110 0.4643151 4.610035 -0.2271974 255 255 255 0
39111 0.3800434 4.338876 -0.129786 255 255 255 0
39112 0.5634572 4.374226 -0.1954582 255 255 255 0
39113 0.3845049 4.19726 -0.09541107 255 255 255 0
39114 0.4079775 4.439093 -0.1862591 255 255 255 0
39115 0.2424835 4.220896 -0.18756 255 255 255 0
39116 0.6204093 4.275738 -0.258604 255 255 255 0
39117 0.5416945 4.456455 -0.2305861 255 255 255 0
39118 0.6703349 4.58367 -0.2342382 255 255 255 0
39119 0.4701767 4.353263 -0.373044 255 255 255 0
39120 0.3194536 4.535688 -0.1889268 255 255 255 0
39121 0.592786 3.909214 -0.1883594 255 255 255 0
39122 0.4368311 4.460528 -0.3522706 255 255 255 0
39123 0.5934011 4.034672 -0.330514 255 255 255 0
39124 0.433865 4.126127 -0.1909358 255 255 255 0
39125 0.5413621 4.666366 -0.3976398 255 255 255 0
39126 0.153058 4.092882 -0.1663365 255 255 255 0
39127 0.3771362 4.251657 -0.08083067 255 255 255 0
39128 0.4636728 3.889917 -0.01021919 255 255 255 0
39129 0.2634977 4.165092 -0.1162221 255 255 255 0
39130 0.6564639 4.310422 -0.09820358 255 255 255 0
39131 0.5113811 4.167844 -0.04745361 255 255 255 0
39132 0.4680233 4.159475 -0.06125882 255 255 255 0
39133 0.2588482 4.208897 -0.05708408 255 255 255 0
39134 0.5654122 4.047866 -0.1593002 255 255 255 0
39135 0.4961946 4.260051 -0.1441062 255 255 255 0
39136 0.6515477 4.03677 -0.2608527 255 255 255 0
39137 0.2770682 4.122841 -0.1860507 255 255 255 0
39138 0.4223936 4.630529 -0.2200343 255 255 255 0
39139 0.6171296 4.727487 -0.2038083 255 255 255 0
39140 0.6581882 4.419063 -0.0584582 255 255 255 0
39141 0.6139047 4.557256 -0.1191473 255 255 255 0
39142 0.3666099 4.705831 -0.1327882 255 255 255 0
39143 0.5938888 4.323575 -0.2663918 255 255 255 0
39144 0.6411741 4.621948 -0.2701254 255 255 255 0
39145 0.6569018 4.477515 -0.1682708 255 255 255 0
39146 0.4973922 4.398464 -0.04617538 255 255 255 0
39147 0.529197 4.38612 -0.08793492 255 255 255 0
39148 0.5794468 3.897875 -0.1433877 255 255 255 0
39149 0.4541562 4.387586 -0.2143733 255 255 255 0
39150 0.4569688 4.067031 -0.1683346 255 255 255 0
39151 0.5526702 3.824218 -0.2036586 255 255 255 0
39152 0.6204697 3.973454 -0.2139563 255 255 255 0
39153 0.3179431 4.277751 -0.2691098 255 255 255 0
39154 0.3396729 3.871365 -0.3742859 255 255 255 0
39155 0.4151403 4.316998 -0.2767395 255 255 255 0
39156 0.5492389 3.771767 -0.2030856 255 255 255 0
39157 0.521009 4.648932 -0.2596413 255 255 255 0
39158 0.3951569 3.663624 -0.4662016 255 255 255 0
39159 0.5991796 4.198637 -0.1265768 255 255 255 0
39160 0.515412 3.845851 -0.1692618 255 255 255 0
39161 0.6068736 3.90638 -0.2350993 255 255 255 0
39162 0.3728059 3.870613 -0.3049205 255 255 255 0
39163 0.7964417 4.020864 -0.1916364 255 255 255 0
39164 0.4208365 4.20163 -0.2265375 255 255 255 0
39165 0.5069893 4.115053 -0.2121142 255 255 255 0
39166 0.2794469 3.620193 -0.2317564 255 255 255 0
39167 0.545382 4.21671 0.05836114 255 255 255 0
39168 0.4701186 4.008318 -0.265902 255 255 255 0
39169 0.2051016 4.095825 -0.2350937 255 255 255 0
39170 0.3975545 4.178623 -0.1546926 255 255 255 0
39171 0.3889261 3.941411 -0.4253806 255 255 255 0
39172 0.4204698 4.289155 -0.1050943 255 255 255 0
39173 0.4935574 3.931226 -0.271845 255 255 255 0
39174 0.3651365 4.147924 -0.1033803 255 255 255 0
39175 0.3796055 3.741497 -0.2882614 255 255 255 0
39176 0.5651861 3.997009 -0.05038394 255 255 255 0
39177 0.327216 3.386303 -0.3279193 255 255 255 0
39178 0.5610152 3.896133 -0.08836104 255 255 255 0
39179 0.4425243 3.882564 -0.1888481 255 255 255 0
39180 0.4537419 3.833377 -0.1965837 255 255 255 0
39181 0.3746614 4.065611 -0.3094769 255 255 255 0
39182 0.4813301 4.439612 -0.366925 255 255 255 0
39183 0.5305392 4.155905 -0.2694736 255 255 255 0
39184 0.3816157 3.801852 -0.4400335 255 255 255 0
39185 0.6339396 4.475923 -0.09963811 255 255 255 0
39186 0.3559288 3.465889 -0.4191154 255 255 255 0
39187 0.2981899 4.563863 -0.2069473 255 255 255 0
39188 0.5274982 3.921705 -0.2231385 255 255 255 0
39189 0.2127732 4.090726 -0.22275 255 255 255 0
39190 0.5987509 3.905994 -0.04410046 255 255 255 0
39191 0.5217131 3.86736 -0.1412006 255 255 255 0
39192 0.4303888 3.863492 -0.2611284 255 255 255 0
39193 0.4470533 3.642749 -0.3514083 255 255 255 0
39194 0.4180136 3.820016 -0.1820104 255 255 255 0
39195 0.6504914 4.140378 -0.1024842 255 255 255 0
39196 0.268779 3.809991 -0.3884102 255 255 255 0
39197 0.4817137 4.015052 -0.2596209 255 255 255 0
39198 0.438394 3.847153 -0.2134412 255 255 255 0
39199 0.2848326 4.02009 -0.2598283 255 255 255 0
39200 0.6616662 3.64456 -0.2203882 255 255 255 0
39201 0.3926345 4.554331 -0.0269787 255 255 255 0
39202 0.4884922 4.67977 0.02616121 255 255 255 0
39203 0.4472696 4.707261 -0.1775066 255 255 255 0
39204 0.4759537 4.631709 -0.185887 255 255 255 0
39205 0.2953228 4.715648 0.05503306 255 255 255 0
39206 0.414743 4.797919 -0.08518725 255 255 255 0
39207 0.5287668 4.513491 -0.1062374 255 255 255 0
39208 0.4220912 4.692425 -0.06631691 255 255 255 0
39209 0.4620788 4.588679 -0.1693041 255 255 255 0
39210 0.5045944 4.570345 -0.07770002 255 255 255 0
39211 0.4500783 4.843714 -0.1227795 255 255 255 0
39212 0.4274367 4.691043 -0.2661114 255 255 255 0
39213 0.3419087 4.816564 0.09783479 255 255 255 0
39214 0.5474011 4.609512 -0.09329114 255 255 255 0
39215 0.2907699 4.597528 -0.2903795 255 255 255 0
39216 0.3262061 4.573184 -0.2351673 255 255 255 0
39217 0.4909127 4.678399 0.1392173 255 255 255 0
39218 0.4359418 4.484676 -0.1241549 255 255 255 0
39219 0.5515968 4.75805 -0.1360724 255 255 255 0
39220 0.5485238 4.50646 -0.0135183 255 255 255 0
39221 0.5370677 4.703476 0.09477258 255 255 255 0
39222 0.5911373 4.788788 -0.03570707 255 255 255 0
39223 0.5758975 4.598073 -0.004202306 255 255 255 0
39224 0.4928974 4.821069 -0.02536394 255 255 255 0
39225 0.5931457 4.829495 -0.2264587 255 255 255 0
39226 0.340333 4.639983 -0.164694 255 255 255 0
39227 0.5439748 4.77141 -0.22193 255 255 255 0
39228 0.454426 4.576689 -0.01729926 255 255 255 0
39229 0.5702941 4.738699 -0.1955925 255 255 255 0
39230 0.4580844 4.578785 -0.2532462 255 255 255 0
39231 0.5086247 4.746366 -0.2431705 255 255 255 0
39232 0.549108 4.50119 -0.1191342 255 255 255 0
39233 0.5888815 4.807313 -0.1185978 255 255 255 0
39234 0.4829554 4.695703 -0.2525741 255 255 255 0
39235 0.5073235 4.703773 -0.08619021 255 255 255 0
39236 0.3904307 4.767225 -0.07376185 255 255 255 0
39237 0.4240624 4.545314 -0.06201409 255 255 255 0
39238 0.3652655 4.592771 -0.2431009 255 255 255 0
39239 0.4288704 4.53809 -0.13301 255 255 255 0
39240 0.5218421 4.752491 -0.02164552 255 255 255 0
39241 0.3896994 4.646917 -0.2419274 255 255 255 0
39242 0.5543917 4.583967 -0.07836954 255 255 255 0
39243 0.4520276 4.810347 -0.2124316 255 255 255 0
39244 0.493588 4.617882 -0.3046936 255 255 255 0
39245 0.4735889 4.730237 -0.2651161 255 255 255 0
39246 0.4345832 4.86587 -0.2909775 255 255 255 0
39247 0.3585147 4.566619 -0.06167347 255 255 255 0
39248 0.4735374 4.475256 -0.02664712 255 255 255 0
39249 0.6145418 4.707449 -0.2097204 255 255 255 0
39250 0.4254426 4.630688 -0.1570034 255 255 255 0
39251 0.6170333 3.714318 -0.1724121 255 255 255 0
39252 0.3149462 4.532188 -0.3683333 255 255 255 0
39253 0.3523146 4.020743 -0.3207544 255 255 255 0
39254 0.5138401 4.417645 -0.4007835 255 255 255 0
39255 0.3240231 4.167078 -0.4174421 255 255 255 0
39256 0.3558423 4.501121 -0.3228742 255 255 255 0
39257 0.2433392 4.054989 -0.1851188 255 255 255 0
39258 0.3276249 4.588392 -0.3009497 255 255 255 0
39259 0.3012434 4.361572 -0.1448967 255 255 255 0
39260 0.5626624 3.649578 -0.2256604 255 255 255 0
39261 0.3162381 3.994781 -0.4769849 255 255 255 0
39262 0.3715227 3.567201 -0.4826673 255 255 255 0
39263 0.3265293 3.62118 -0.383426 255 255 255 0
39264 0.4401926 4.120286 0.0001064241 255 255 255 0
39265 0.4728765 4.099138 -0.3547463 255 255 255 0
39266 0.396403 4.128853 -0.3500902 255 255 255 0
39267 0.1884784 3.894675 -0.1825245 255 255 255 0
39268 0.3758309 3.90082 -0.4364437 255 255 255 0
39269 0.4945296 3.503961 -0.2321357 255 255 255 0
39270 0.2613142 4.091372 -0.1817419 255 255 255 0
39271 0.4410666 3.829837 -0.3378101 255 255 255 0
39272 0.2784308 4.275045 -0.3729678 255 255 255 0
39273 0.4006665 4.330183 -0.3304718 255 255 255 0
39274 0.4495767 3.954639 -0.3379226 255 255 255 0
39275 0.472005 3.938 -0.222812 255 255 255 0
39276 0.3230249 4.468059 -0.4316947 255 255 255 0
39277 0.3900954 4.539971 -0.2385472 255 255 255 0
39278 0.2923272 3.659068 -0.3208021 255 255 255 0
39279 0.5387213 4.212065 -0.2427806 255 255 255 0
39280 0.4160589 3.718696 -0.2158667 255 255 255 0
39281 0.4744235 4.208015 -0.05787109 255 255 255 0
39282 0.2487913 3.676309 -0.3195417 255 255 255 0
39283 0.4189927 3.901448 -0.3258026 255 255 255 0
39284 0.4949793 3.72119 -0.2890936 255 255 255 0
39285 0.4207552 3.916244 -0.3234706 255 255 255 0
39286 0.4923173 4.223457 -0.2959575 255 255 255 0
39287 0.3321208 4.193579 -0.1814039 255 255 255 0
39288 0.4888038 4.003364 -0.3479577 255 255 255 0
39289 0.4014785 3.958813 -0.3582224 255 255 255 0
39290 0.3423273 3.957929 -0.2878711 255 255 255 0
39291 0.4628382 4.329972 -0.5137179 255 255 255 0
39292 0.5245654 4.119768 -0.2618776 255 255 255 0
39293 0.5018659 3.695962 -0.1999141 255 255 255 0
39294 0.3192572 3.752177 -0.4085248 255 255 255 0
39295 0.4741304 3.852816 -0.2148707 255 255 255 0
39296 0.3899695 3.974658 -0.2611341 255 255 255 0
39297 0.4528827 3.815231 -0.2892775 255 255 255 0
39298 0.4179368 4.26808 -0.4176554 255 255 255 0
39299 0.2573061 3.610322 -0.1959133 255 255 255 0
39300 0.3070039 3.9611 -0.2067626 255 255 255 0
39301 0.3593848 4.036613 -0.317281 255 255 255 0
39302 0.5847306 4.525453 -0.4064046 255 255 255 0
39303 0.3148906 3.956076 -0.1563613 255 255 255 0
39304 0.4720197 4.372931 -0.3056912 255 255 255 0
39305 0.6656835 4.445547 -0.285254 255 255 255 0
39306 0.3066708 4.475301 -0.1962868 255 255 255 0
39307 0.3657178 3.930192 -0.5409189 255 255 255 0
39308 0.4604813 4.268684 -0.290776 255 255 255 0
39309 0.4841077 4.479904 -0.34535 255 255 255 0
39310 0.6508356 4.780139 -0.2260731 255 255 255 0
39311 0.3775354 4.544237 -0.3547591 255 255 255 0
39312 0.4670189 4.525322 -0.2537303 255 255 255 0
39313 0.4545625 4.117644 -0.2369287 255 255 255 0
39314 0.2797449 3.768045 -0.3692234 255 255 255 0
39315 0.4743626 4.847957 -0.1756981 255 255 255 0
39316 0.2758703 4.406275 -0.2252378 255 255 255 0
39317 0.3489291 4.326145 -0.1796297 255 255 255 0
39318 0.4507036 4.53466 -0.244574 255 255 255 0
39319 0.265254 4.610576 -0.2413471 255 255 255 0
39320 0.4200325 3.840028 -0.3878443 255 255 255 0
39321 0.4012707 4.329146 -0.1225125 255 255 255 0
39322 0.2398584 4.291675 -0.166376 255 255 255 0
39323 0.6500722 4.386858 -0.08638214 255 255 255 0
39324 0.431358 4.766097 -0.2714747 255 255 255 0
39325 0.4425841 4.305902 -0.3512289 255 255 255 0
39326 0.4921989 4.370886 -0.07935363 255 255 255 0
39327 0.4697039 4.163401 -0.2961572 255 255 255 0
39328 0.5287256 4.523079 -0.2127616 255 255 255 0
39329 0.2974058 4.515319 -0.08983229 255 255 255 0
39330 0.3764687 4.162904 -0.3666155 255 255 255 0
39331 0.4567024 4.589994 -0.3422122 255 255 255 0
39332 0.4664829 4.657495 -0.3951126 255 255 255 0
39333 0.2663896 3.96399 -0.457633 255 255 255 0
39334 0.5151235 3.841155 -0.3050928 255 255 255 0
39335 0.5273796 4.140911 -0.3886532 255 255 255 0
39336 0.4830413 4.481477 -0.1693153 255 255 255 0
39337 0.506899 4.279121 -0.287415 255 255 255 0
39338 0.6349444 4.383654 -0.1207356 255 255 255 0
39339 0.6313064 4.443599 -0.2329086 255 255 255 0
39340 0.3841058 4.29844 -0.2135653 255 255 255 0
39341 0.5241731 4.333298 -0.1347601 255 255 255 0
39342 0.385048 4.810312 -0.1773325 255 255 255 0
39343 0.2805 3.89522 -0.2022187 255 255 255 0
39344 0.3326302 4.130368 -0.2134051 255 255 255 0
39345 0.4857681 4.147272 -0.3050616 255 255 255 0
39346 0.5494106 4.233912 -0.239869 255 255 255 0
39347 0.2825032 4.531376 -0.2990036 255 255 255 0
39348 0.3315724 4.272819 -0.1617459 255 255 255 0
39349 0.2422069 3.784725 -0.320237 255 255 255 0
39350 0.398034 4.444207 -0.2557198 255 255 255 0
39351 0.2357271 4.5246 -0.2328838 255 255 255 0
39352 0.3670239 4.392846 -0.2931518 255 255 255 0
39353 0.4187468 4.565769 -0.4251703 255 255 255 0
39354 0.3945527 4.598399 -0.4912004 255 255 255 0
39355 0.5810012 4.362084 -0.2949368 255 255 255 0
39356 0.4865305 4.011317 -0.3601355 255 255 255 0
39357 0.5510879 4.438553 -0.1513639 255 255 255 0
39358 0.4341681 4.561222 -0.2347366 255 255 255 0
39359 0.4129059 4.070421 -0.2742991 255 255 255 0
39360 0.4466048 4.444258 -0.3455929 255 255 255 0
39361 0.2563234 4.549103 -0.2505468 255 255 255 0
39362 0.3860991 3.950917 -0.3243899 255 255 255 0
39363 0.1812912 4.086724 -0.4494288 255 255 255 0
39364 0.4897243 4.580895 -0.1840273 255 255 255 0
39365 0.4262794 4.241145 -0.3465957 255 255 255 0
39366 0.4216495 4.19456 -0.3446811 255 255 255 0
39367 0.452123 4.844354 -0.1917964 255 255 255 0
39368 0.1415824 3.600087 -0.2617924 255 255 255 0
39369 0.6081076 4.391788 -0.4349349 255 255 255 0
39370 0.5488521 4.362893 -0.4364122 255 255 255 0
39371 0.4953759 4.403668 -0.2608687 255 255 255 0
39372 0.4611914 4.353183 -0.2498578 255 255 255 0
39373 0.3719094 3.719141 -0.221209 255 255 255 0
39374 0.3593883 4.227116 -0.2515035 255 255 255 0
39375 0.4858871 4.432195 -0.553225 255 255 255 0
39376 0.4055511 4.438176 -0.2541854 255 255 255 0
39377 0.3486418 4.442225 -0.3369227 255 255 255 0
39378 0.2455451 4.427229 -0.4243286 255 255 255 0
39379 0.4277425 4.353688 -0.273321 255 255 255 0
39380 0.3147148 4.327798 -0.3177027 255 255 255 0
39381 0.5321296 4.301865 -0.3525657 255 255 255 0
39382 0.4211288 4.340538 -0.4480013 255 255 255 0
39383 0.5062272 4.519273 -0.3832001 255 255 255 0
39384 0.1249474 4.514439 -0.3364448 255 255 255 0
39385 0.2613501 4.526278 -0.4429646 255 255 255 0
39386 0.5470687 4.337187 -0.2910649 255 255 255 0
39387 0.3860223 4.189678 -0.2227 255 255 255 0
39388 0.3203276 4.450905 -0.3567849 255 255 255 0
39389 0.4260507 4.239794 -0.2267096 255 255 255 0
39390 0.2505886 4.529081 -0.4433887 255 255 255 0
39391 0.3747659 4.500998 -0.2772398 255 255 255 0
39392 0.3431047 3.807794 -0.2981583 255 255 255 0
39393 0.4823923 4.640088 -0.3002818 255 255 255 0
39394 0.4133331 4.190098 -0.5260692 255 255 255 0
39395 0.399994 4.769447 -0.3317325 255 255 255 0
39396 0.2029303 3.885207 -0.3437238 255 255 255 0
39397 0.2926525 4.031099 -0.3887929 255 255 255 0
39398 0.4759446 4.410289 -0.4103375 255 255 255 0
39399 0.4764286 4.219978 -0.2799171 255 255 255 0
39400 0.5152113 4.680356 -0.1950093 255 255 255 0
39401 0.6055309 4.855958 0.06757741 255 255 255 0
39402 0.3563741 4.860332 -0.003611192 255 255 255 0
39403 0.5231199 4.942626 -0.2855665 255 255 255 0
39404 0.3465615 4.804602 -0.1287272 255 255 255 0
39405 0.1511361 4.895684 -0.05239836 255 255 255 0
39406 0.4920267 4.640698 -0.2548569 255 255 255 0
39407 0.6409472 4.762909 -0.06658285 255 255 255 0
39408 0.5949175 4.638126 -0.06845476 255 255 255 0
39409 0.5836955 4.819926 0.02336227 255 255 255 0
39410 0.4281018 4.731079 -0.03988603 255 255 255 0
39411 0.3719205 4.856668 -0.1217497 255 255 255 0
39412 0.4069265 4.800133 -0.05311054 255 255 255 0
39413 0.5018475 4.800987 -0.1606206 255 255 255 0
39414 0.3918193 4.737222 -0.03265502 255 255 255 0
39415 0.3852658 4.74205 0.1035615 255 255 255 0
39416 0.530462 4.624623 -0.1550972 255 255 255 0
39417 0.5358869 4.713224 0.1400354 255 255 255 0
39418 0.4595532 4.796504 0.2200601 255 255 255 0
39419 0.4986942 4.759934 0.0498856 255 255 255 0
39420 0.4671885 4.805569 -0.1330002 255 255 255 0
39421 0.1751349 4.885108 0.001518488 255 255 255 0
39422 0.5716639 4.991401 -0.1647158 255 255 255 0
39423 0.5565032 4.875695 0.02453934 255 255 255 0
39424 0.510715 4.620598 -0.00211937 255 255 255 0
39425 0.6295377 4.858306 0.05284774 255 255 255 0
39426 0.4835961 4.692315 -0.1499577 255 255 255 0
39427 0.4411534 4.832289 -0.0986274 255 255 255 0
39428 0.4872108 4.84481 -0.116771 255 255 255 0
39429 0.3432953 4.779689 -0.03368994 255 255 255 0
39430 0.4531814 4.753317 -0.06063545 255 255 255 0
39431 0.6020047 4.670974 -0.1332302 255 255 255 0
39432 0.4817326 4.743059 -0.06524961 255 255 255 0
39433 0.5123677 4.766952 -0.1858981 255 255 255 0
39434 0.5155487 4.904993 0.1337257 255 255 255 0
39435 0.5123528 4.877535 0.01186871 255 255 255 0
39436 0.4212436 4.792138 -0.01002873 255 255 255 0
39437 0.4612223 4.841798 -0.1418881 255 255 255 0
39438 0.4278021 4.874794 -0.004175412 255 255 255 0
39439 0.3057171 4.819595 -0.02891228 255 255 255 0
39440 0.5477787 4.830079 -0.02760656 255 255 255 0
39441 0.4416409 4.926137 -0.005773701 255 255 255 0
